camis,dba,boro,building,street,zipcode,phone,cuisine_description,latitude,longitude
41151989,WIMPY'S RESTAURANT,MANHATTAN,1232,ST NICHOLAS AVENUE,10032,2129288085,American,40.843295679736,-73.938116678337
41152741,BEACH CAFE,MANHATTAN,1326,2 AVENUE,10021,2129887299,American,40.767390959157,-73.959378901861
41153001,MEENA HOUSE CAFE,BROOKLYN,476,BAYRIDGE AVENUE,11220,7182383274,Egyptian,40.633808077903,-74.021786543261
41153530,RED HOUSE KITCHEN,QUEENS,71-47,YELLOWSTONE BOULEVARD,11375,7182615601,Chinese,40.721408466428,-73.854912201768
41153872,THE MANSION,MANHATTAN,1634,YORK AVENUE,10028,2125358888,American,40.775985261266,-73.947065135716
41153944,MEZCALEROS MEXICAN RESTAURANT,STATEN ISLAND,20,BRADLEY AVENUE,10314,7184944547,Mexican,40.611912663675,-74.13231863593
41154087,CHRISTOS STEAKHOUSE,QUEENS,41-08,23 AVENUE,11105,7187778400,Steakhouse,40.770454096025,-73.907352745292
41154226,BURGERS & BEER,MANHATTAN,170,WEST    4 STREET,10014,9179168960,Hamburgers,40.732097768113,-74.001479363182
41154306,LITTLE ITALY M & O PIZZA RESTAURANT,BROOKLYN,876,BROADWAY,11206,7184559200,Pizza,40.698320173059,-73.937653108848
41154370,HENRICA'S RESTAURANT,QUEENS,138-89,FRANCIS LEWIS BOULEVARD,11422,7185277355,Caribbean,40.666760526893,-73.736632704421
41154379,ALMONDINE BAKERY,BROOKLYN,85,WATER STREET,11201,7187975026,Bakery Products/Desserts,40.703263653864,-73.991225054059
41154403,UNION HALL,BROOKLYN,702,UNION STREET,11215,7186384400,American,40.676179547114,-73.979901200015
41154571,DUNKIN,QUEENS,35-00,48 STREET,11101,7187843639,American,40.753338031071,-73.914765001596
41155141,PAULS BAKERY,BRONX,4374,WHITE PLAINS ROAD,10466,7183245608,Bakery Products/Desserts,40.897780364234,-73.854811493094
41155285,EL REY II RESTAURANT,BROOKLYN,1064,LIBERTY AVENUE,11208,7182355522,Latin American,40.678275873791,-73.869925067453
41155290,CHIPOTLE MEXICAN GRILL,MANHATTAN,620,9 AVENUE,10036,2122473275,Mexican,40.759624696811,-73.991741006856
41156149,TASTY DELICIOUS BAKERY,BROOKLYN,1096,RUTLAND ROAD,11212,7182211222,Caribbean,40.664517928187,-73.923511796314
41156192,LANTERN,BROOKLYN,101,MONTAGUE STREET,11201,7182372594,Thai,40.695062514304,-73.995275889955
41156219,LA GULI PASTRY SHOP,QUEENS,29-15,DITMARS BOULEVARD,11105,7187285612,Bakery Products/Desserts,40.776720925242,-73.911528715168
41156430,HILTON GARDEN INN,QUEENS,148-18,134 STREET,11430,7183224448,American,40.666014788708,-73.805797635755
41156678,SUNSWICK 35/35,QUEENS,35-02,35 STREET,11106,7187520620,American,40.756372985356,-73.925517485863
41156745,ROEBLING SPORTING CLUB,BROOKLYN,225,NORTH    8 STREET,11211,7183883088,American,40.716959728167,-73.954828383012
41158108,NICK'S GOURMET DELI,QUEENS,74-15,DITMARS BOULEVARD,11370,7182788338,American,40.768371205694,-73.895041336848
41158746,BROTHER'S PIZZERIA,QUEENS,30-50,14 STREET,11102,7187771111,Pizza,40.76965274574,-73.930892674772
41158806,SUSHI SEN-NIN,MANHATTAN,30,EAST   33 STREET,10016,2128892208,Japanese,40.746975908461,-73.983192831941
41158964,PHO VIETNAM RESTAURANT,BROOKLYN,1243,AVENUE U,11229,7189982858,Southeast Asian,40.598559735582,-73.958902256579
41158998,NEW YANKEE SK PIZZA,BRONX,1616,WESTCHESTER AVENUE,10472,7183784488,Pizza,40.829427119207,-73.874806593245
41159246,DUBLIN HOUSE,MANHATTAN,225,WEST   79 STREET,10024,2128749528,Irish,40.783494240161,-73.979150092572
41159730,SHADES OF GREEN,MANHATTAN,125,EAST   15 STREET,10003,2126741394,American,40.734545481107,-73.988009499636
41159801,BUDDAKAN,MANHATTAN,75,9 AVENUE,10011,2129896699,Asian/Asian Fusion,40.741869040229,-74.004713006739
41160010,CHEFFY TWO,BRONX,4759B,WHITE PLAINS ROAD,10470,7187086010,Caribbean,40.90488253023,-73.849629949842
41160076,JADIS,MANHATTAN,42,RIVINGTON STREET,10002,2122541675,French,40.720887802221,-73.991035129781
41160209,PAPA JOHN'S,BROOKLYN,1016,CONEY ISLAND AVENUE,11230,7183387272,Pizza,40.632803532206,-73.966936978824
41160885,HOP LEE RESTAURANT,MANHATTAN,16,MOTT STREET,10013,2129626475,Chinese,40.714144250393,-73.99873025601
41161346,LE BASKET,MANHATTAN,683,BROADWAY,10012,2124209772,American,40.727906397739,-73.994685452724
41161770,BRIDGE COFFEE SHOP,BROOKLYN,73,BRIDGE STREET,11201,7187970825,Spanish,40.702208976857,-73.984700892048
41163019,ABILENE,BROOKLYN,442,COURT STREET,11231,7185226900,American,40.6789260592,-73.997562807106
41163307,TAQUERIA SAN PEDRO,MANHATTAN,3662,BROADWAY,10031,2124912644,Mexican,40.830402842925,-73.947534800065
41163361,ANGIE'S CAFE PIZZA,BRONX,2559,3 AVENUE,10451,7182923606,Pizza,40.811367782032,-73.926947673628
41163474,MIRIAM,BROOKLYN,79,5 AVENUE,11217,7186222250,Mediterranean,40.680252414511,-73.977841291783
41163622,POPEYES,MANHATTAN,601,WEST  191 STREET,10040,2127953614,Chicken,40.85563643864,-73.92934978725
41164203,U & I RESTAURANT,BROOKLYN,4409,18 AVENUE,11204,7184357332,American,40.630634944217,-73.977364260304
41164361,BEST ITALIAN PIZZA,BRONX,200,EAST FORDHAM ROAD,10458,7185625806,Pizza,40.862402271874,-73.896783164974
41164472,RESTAURANTE ECUATORIANO GENESIS,MANHATTAN,538,WEST  207 STREET,10034,2129421222,Latin American,40.865546920617,-73.919852217041
41164644,DEE'S,QUEENS,107-23,METROPOLITAN AVENUE,11375,7187937553,Italian,40.70957143763,-73.845311024906
41164650,BUENOS AIRES,MANHATTAN,513,EAST    6 STREET,10009,2122282775,Spanish,40.725240152782,-73.983407588992
41164822,KARAOKE DUET 35,MANHATTAN,5355,WEST   35 STREET,,6464730826,Korean,0.0,0.0
41164840,LA TRAVIATA PIZZERIA,MANHATTAN,101,WEST   68 STREET,10023,2127211101,Pizza,40.774941885447,-73.980860562919
41165980,ZIBETTO ESPRESSO BAR,MANHATTAN,1385,6 AVENUE,10019,6467094314,Coffee/Tea,40.763849724916,-73.977546237254
41166072,QUIJOTE,QUEENS,31-06,36 AVENUE,11106,7186858841,Latin American,40.756496334061,-73.929603336335
41166368,SHOWPLACE PIZZA,STATEN ISLAND,141,EAST SERVICE ROAD,10314,7184772695,Pizza,40.588776405665,-74.192572709441
41166704,MAESTRO CATERERS,BRONX,1703,BRONXDALE AVENUE,10462,7187928844,American,40.845391098227,-73.858728603557
41166868,SANGRIA TAPAS BAR & RESTAURANT,QUEENS,95-41,SUTPHIN BOULEVARD,11435,7182917488,Spanish,40.698203739637,-73.806327412677
41166881,5 ESTRELLA BAKERY,MANHATTAN,3861,BROADWAY,10032,2127955000,Bakery Products/Desserts,40.836647705507,-73.942994417363
41166903,PITA PRESS / CEDAR LOCAL,MANHATTAN,25,CEDAR STREET,10005,2123449737,Greek,40.70696914683,-74.008057674936
41167352,THE COOKIE HOUSE,BROOKLYN,5328,KINGS PLAZA CENTER,11234,7182526483,Bagels/Pretzels,40.61099544666,-73.920634424028
41167732,GRIN AFRICAN AMERICAN RESTAURANT,BRONX,454,EAST  168 STREET,10456,7182928764,African,40.831590778329,-73.907523853825
41167764,DUNKIN,BROOKLYN,352,GRAHAM AVENUE,11211,7183847640,Donuts,40.714827961668,-73.944422873815
41168098,HORUS CAFE,MANHATTAN,293,EAST   10 STREET,10009,2122284774,Mediterranean,40.727699231169,-73.981873589705
41168101,CAFE MUSCAT,QUEENS,178-05,UNION TURNPIKE,11366,7185914060,Jewish/Kosher,40.726363564215,-73.789840133588
41168107,GOTHAM COMEDY CLUB,MANHATTAN,208,WEST   23 STREET,10011,2123679000,American,40.74433112736,-73.996239559565
41168644,TETE-A-TETE,BROOKLYN,2601,EAST   14 STREET,11235,7186760783,Russian,40.587828989353,-73.955247301157
41168748,DUNKIN,BRONX,880,GARRISON AVENUE,10474,7188614171,Donuts,40.816753216376,-73.892363511925
41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036,2122210144,Greek,40.755160414448,-73.98083017402
41168758,ROYAL CUCINA,STATEN ISLAND,1352,HYLAN BOULEVARD,10305,7189875771,American,40.595630849601,-74.085965517002
41168952,STARBUCKS,MANHATTAN,110,PEARL STREET,10005,2124826530,Coffee/Tea,40.704564628733,-74.009363011074
41169052,DAVE & BUSTER'S,MANHATTAN,234,WEST   42 STREET,10036,6464952015,American,40.756739691933,-73.988658816332
41169084,THINK COFFEE,MANHATTAN,248,MERCER STREET,10012,9174703767,Coffee/Tea,40.728274231242,-73.99550083016
41169421,CAFFE BORBONE,QUEENS,25-07,STEINWAY STREET,11103,7187771023,Coffee/Tea,40.76757574054,-73.911977736797
41169478,STAR MOUNTAIN COFFEE,QUEENS,141,JFK INTERNATIONAL AIRPORT,11430,7185536787,American,40.657993227981,-73.808286342379
41169770,DUNKIN',BROOKLYN,2926,AVENUE I,11210,7182525349,Donuts,40.629077313834,-73.947989092275
41169998,"TONY'S PIZZA, JERK CHICKEN AND FISH",BROOKLYN,312,UTICA AVENUE,11213,7187744440,Caribbean,40.667355455075,-73.931269423887
41170072,EL VINCENTINO RESTAURANTE SALVADORENO,QUEENS,43-37,162 STREET,11358,7188867825,Latin American,40.758332688597,-73.804249627603
41171181,169 BAR,MANHATTAN,169,EAST BROADWAY,10002,9175772077,American,40.714072440996,-73.989813201259
41171220,ESCOLA'S,QUEENS,32-04,36 AVENUE,11106,7184827461,Latin American,40.756130795767,-73.928816850757
41171542,NATIONAL BAKERY,BRONX,767,ALLERTON AVENUE,10467,7186533870,Bakery Products/Desserts,40.865484349384,-73.864781440385
41171815,G'S CANDY STORE COFFEE SHOP,MANHATTAN,634,WEST  207 STREET,10034,2129420679,American,40.868309337231,-73.921620530371
41171890,ROYAL CROWN BAKERY CAFE,STATEN ISLAND,1350,HYLAN BOULEVARD,10305,7186680284,Bakery Products/Desserts,40.595661050358,-74.085954753622
41172425,EL POLLO RESTAURANT AND BAR,STATEN ISLAND,558560,RICHMOND ROAD,,7188154928,Latin American,0.0,0.0
41172507,CARVE UNIQUE SANDWICHES,MANHATTAN,760,8 AVENUE,10036,2127304949,Sandwiches,40.760110154183,-73.987672784967
41172527,SABRY'S SEAFOOD,QUEENS,24-25,STEINWAY STREET,11103,7187219010,Seafood,40.768576941927,-73.911153285388
41172564,PALO SANTO,BROOKLYN,652,UNION STREET,11215,7186366311,Latin American,40.67695940198,-73.981934301558
41172734,JUNIOR'S,MANHATTAN,1515,BROADWAY,10036,2123022000,American,40.7576286762,-73.985803477709
41172740,MORGAN LIBRARY,MANHATTAN,29,EAST   36 STREET,10016,2126850008,American,40.748927210331,-73.981730644961
41172924,FORT HAMILTON DINER,BROOKLYN,9502,FOURTH AVENUE,11209,7182385151,American,40.615893452412,-74.031156413124
41173179,LA RONDINE PIZZA,QUEENS,120-38,QUEENS BOULEVARD,11415,7187932556,Pizza,40.71340997495,-73.828867707945
41173219,CHEOGOD.ZIP,QUEENS,160-24,NORTHERN BOULEVARD,11358,7184450806,Korean,40.762778148645,-73.805240058736
41173497,KAZUZA,MANHATTAN,107,AVENUE A,10009,2125059300,Middle Eastern,40.725904420947,-73.983649150009
41174075,PYZA,BROOKLYN,118,NASSAU AVENUE,11222,7183498829,Polish,40.724390058172,-73.948870482768
41174270,DUNKIN',QUEENS,116-02,METROPOLITAN AVENUE,11418,7184418006,Donuts,40.707502734193,-73.836049788592
41174286,DUNKIN,QUEENS,120-74,QUEENS BOULEVARD,11415,7185444040,Donuts,40.713010499629,-73.827876765062
41174287,DUNKIN,QUEENS,61-20,FRESH MEADOW LANE,11365,7184635819,Donuts,40.737586792645,-73.795838028509
41174549,CAFE Y ALGO MAS,QUEENS,98-13,ASTORIA BOULEVARD,11369,7182050450,Bakery Products/Desserts,40.762294650526,-73.871128484753
41174643,ELSA LA REINA DEL CHICHARRON 3,BRONX,1A,EAST  183 STREET,10453,7182957383,Latin American,40.858661590285,-73.903549226196
41175258,"DUNKIN', BASKIN ROBBINS",QUEENS,61-58,SPRINGFIELD BOULEVARD,11364,7183571273,Donuts,40.748769215036,-73.75655443281
41175260,"DUNKIN', BASKIN ROBBINS",QUEENS,168-22,UNION TURNPIKE,11366,7185916616,Donuts,40.723013765045,-73.799927097308
41175261,DUNKIN,QUEENS,256-09,UNION TURNPIKE,11004,7183433611,Donuts,40.745650415911,-73.714554012759
41175262,"DUNKIN',' BASKIN ROBBINS",QUEENS,3549,FRANCIS LEWIS BOULEVARD,11358,7188865279,Donuts,40.76342842868,-73.786589320619
41175648,TRINITY PLACE BAR & RESTAURANT,MANHATTAN,115,BROADWAY,10006,2129640939,American,40.708623998921,-74.010997521565
41175816,DUNKIN,QUEENS,219-11,HILLSIDE AVENUE,11427,7187768609,Donuts,40.729555522845,-73.745057393742
41175823,DUNKIN,QUEENS,218-16,JAMAICA AVENUE,11428,7182170688,Donuts,40.717978353402,-73.736689271907
41175984,TASTE OF DOLLY'S,QUEENS,40-07,111 STREET,11368,7185651420,Pizza,40.751440034446,-73.855756074866
41176037,HAREFIELD ROAD,BROOKLYN,769,METROPOLITAN AVENUE,11211,7183886870,American,40.714605244564,-73.943622250066
41176118,VEZZO,MANHATTAN,178,LEXINGTON AVENUE,10016,2128398300,Pizza,40.744401010383,-73.981186951273
41176172,GENNARO,MANHATTAN,665,AMSTERDAM AVENUE,10025,2126655348,Italian,40.791726985258,-73.972047399054
41176558,"DUNKIN','PIZZA HUT',' NATHANS",BRONX,2148,WHITE PLAINS ROAD,10462,3472379980,Pizza,40.855019298537,-73.867669414819
41176692,EL SOL DE MEXICO DELI GROCERY,QUEENS,95-09,SUTPHIN BOULEVARD,11435,7186580231,Mexican,40.69822846689,-73.806341766055
41177892,LAKE COMO PIZZA,MANHATTAN,2549,AMSTERDAM AVENUE,10033,2127400110,Jewish/Kosher,40.85151325954,-73.928396286343
41178124,CAFE 57,MANHATTAN,300,WEST   57 STREET,10019,2126492729,American,40.766439016162,-73.98332508403
41178236,FAY DA BAKERY,QUEENS,41-60,MAIN STREET,11355,7188864568,Bakery Products/Desserts,40.756469705421,-73.828724169124
41178691,HARRY'S / ULYSSES',MANHATTAN,1,HANOVER SQUARE,10004,2127859200,American,40.704638717252,-74.009608277863
41178943,GOLDEN PALACE CHINESE RESTAURANT,BRONX,682,CASTLE HILL AVENUE,10473,7188243403,Chinese,40.820738406237,-73.848418963398
41179165,BROOK AVENUE DELI & PIZZA,BRONX,348,BROOK AVENUE,10454,7186654068,Pizza,40.810022143995,-73.917773545824
41179282,SUBWAY,BROOKLYN,241,ROCKAWAY PARKWAY,11212,7183466550,Sandwiches,40.661601028928,-73.920653278995
41180080,WOLFGANG'S STEAKHOUSE,MANHATTAN,409,GREENWICH STREET,10013,2129250350,Steakhouse,40.72120611308,-74.009960613826
41180122,LE SAJJ RESTAURANT,BROOKLYN,8221,5 AVENUE,11209,7188337255,Middle Eastern,40.624096415685,-74.024827339883
41180283,STARBUCKS,MANHATTAN,655,LEXINGTON AVENUE,10022,2123085717,Coffee/Tea,40.759519552392,-73.970137000335
41180292,STARBUCKS,MANHATTAN,455,MAIN STREET,10044,2123711290,Coffee/Tea,40.759184020215,-73.951980480125
41180510,MIKE'S BAGELS,MANHATTAN,4003,BROADWAY,10032,2129282300,Bagels/Pretzels,40.841180330699,-73.939701648306
41180600,KENNEDY FRIED CHICKEN,QUEENS,35-61,JUNCTION BOULEVARD,11368,7187799337,American,40.752987696509,-73.8716049459
41181385,EL DESPERTAR MARLENE,BRONX,849,PROSPECT AVENUE,10459,7188930324,Latin American,40.820164832257,-73.901422986645
41181395,DUNKIN',BROOKLYN,934,KINGS HIGHWAY,11223,7186272450,Coffee/Tea,40.607053415471,-73.962728917577
41182162,ZOMBIE HUT,BROOKLYN,273,SMITH STREET,11231,7188753433,American,40.682606629245,-73.993239659953
41182288,MCDONALD'S,QUEENS,98-01,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,40.711082456755,-73.854772446587
41182363,SHAN DONG DUMPLING,MANHATTAN,106,MOSCO STREET,10013,2126931060,Chinese,40.714470882812,-73.999307408962
41182565,DUNKIN,STATEN ISLAND,2341,RICHMOND AVENUE,10314,7183700082,Donuts,40.591281573647,-74.164985175573
41182682,SARKU JAPAN,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7186983023,Japanese,40.582297419955,-74.169052592685
41182721,RUFFLES BAR,QUEENS,919,CROSSBAY BOULEVARD,11693,7183182300,Bottled Beverages,40.60626129796,-73.819563744872
41182732,VEGA ALTA SPORTS BAR,BRONX,880,GERARD AVENUE,10452,7185909436,Latin American,40.827875967399,-73.924707227453
41182904,CAFE CON PAN BAKERY,BROOKLYN,5401,5 AVENUE,11220,7184390041,Bakery Products/Desserts,40.642768411172,-74.012727045392
41183237,809 GRILL & BAR RESTAURANT,MANHATTAN,112,DYCKMAN STREET,10040,2123043800,Latin American,40.86201245293,-73.925022728194
41183771,HUGHES HUBBARD & REED LLP,MANHATTAN,1,BATTERY PARK PLAZA,10004,2128376065,American,40.703210933233,-74.014412106963
41184464,REGAL CINEMAS,QUEENS,80-28,COOPER AVENUE,11385,7184161349,American,40.709587397558,-73.869153155503
41184659,LA CASA DEL MOFONGO,MANHATTAN,14471451,SAINT NICHOLAS AVENUE,,2127401200,Latin American,0.0,0.0
41185133,DENO'S SWEET SHOPPE,BROOKLYN,1025,BOARDWALK,11224,7183722592,American,40.573304805404,-73.97849243776
41185214,TEPANGO RESTAURANT,BROOKLYN,568,MYRTLE AVENUE,11205,7186368878,Mexican,40.693903437019,-73.961782254874
41185348,BLIND TIGER,MANHATTAN,281,BLEECKER STREET,10014,2124624682,American,40.731779337195,-74.003308706172
41185792,MR. CHOW TRIBECA,MANHATTAN,121,HUDSON STREET,10013,2129659500,Chinese,40.720045188407,-74.00857514127
41185899,POCHA 32,MANHATTAN,15,WEST   32 STREET,10001,2122791876,Korean,40.747442915433,-73.986170169402
41185928,CALIFORNIA PIZZA KITCHEN,QUEENS,80-00,COOPER AVENUE,11385,7188949400,Pizza,40.709259050949,-73.870055543988
41185983,NEPON RESTAURANT,BROOKLYN,52,5 AVENUE,11217,,,40.681388605396,-73.977098190359
41186118,COLD STONE CREAMERY,QUEENS,176-60,UNION TURNPIKE,11366,7185915800,Frozen Desserts,40.725847722199,-73.791440054603
41186217,THE LITTLE OWL,MANHATTAN,90,BEDFORD STREET,10014,2127414695,American,40.732210189888,-74.005314891852
41186285,COLSON PATISSERIE,BROOKLYN,374,9 STREET,11215,7189656400,Bakery Products/Desserts,40.667844248412,-73.983594948212
41187642,PRIMAVERA PIZZERIA,BRONX,761,MORRIS PARK AVENUE,10462,7184099303,Pizza,40.845688269299,-73.863889322557
41188374,BRUNCH HARLEM / ROOM 623,MANHATTAN,271,WEST  119 STREET,10026,2122802248,Soul Food,40.805966025285,-73.953026654414
41188476,PAPATZUL,MANHATTAN,55,GRAND STREET,10013,2122748225,Mexican,40.722279693628,-74.003582415594
41188824,MAX BRENNER CHOCOLATE BAR,MANHATTAN,841,BROADWAY,10003,6464678803,American,40.734235588132,-73.990896210912
41189162,"DENO'S SNACK BAR, FAMIGLIA",BROOKLYN,1025,BOARDWALK,11224,7183722592,American,40.573304805404,-73.97849243776
41189470,CARRO CAFE,BROOKLYN,3472,FULTON STREET,11208,7183489406,Latin American,40.684989505373,-73.867445657692
41189761,A&R HOT BAGELS,BROOKLYN,350,VAN BRUNT STREET,11231,7184039342,Bagels/Pretzels,40.6779922167,-74.012156951101
41189848,SAMS FAMOUS PIZZA,MANHATTAN,150,EAST  116 STREET,10029,2123489437,Pizza,40.798439981751,-73.941224967737
41190258,KI SUSHI,BROOKLYN,122,SMITH STREET,11201,7189350575,Japanese,40.687566191628,-73.989907410858
41191334,EAST VILLAGE PIZZA,MANHATTAN,145,1 AVENUE,10003,2125294545,Pizza,40.728086685371,-73.984929447145
41191438,CHERYL'S GLOBAL SOUL,BROOKLYN,236,UNDERHILL AVENUE,11238,3475392855,American,40.673478521919,-73.967273633865
41191561,GOURMET SWEETS,BROOKLYN,1107,CONEY ISLAND AVENUE,11230,7184214100,Pakistani,40.630629489082,-73.966336409798
41191856,THE MEAN FIDDLER,MANHATTAN,266,WEST   47 STREET,10036,2123542950,American,40.760002983368,-73.98655740127
41192316,MINGLES,BRONX,4012,BOSTON ROAD,10475,7183209505,Caribbean,40.884468674949,-73.83275103188
41192474,BAKER'S DOZEN,BROOKLYN,788,MANHATTAN AVENUE,11222,7183492222,Bagels/Pretzels,40.72754004214,-73.952927006814
41193019,CERTE CATERING,MANHATTAN,20,WEST   55 STREET,10019,2123972020,American,40.762035091044,-73.975828571774
41193094,OLD FASHION CONEY ISLAND FOOD,BROOKLYN,3019,WEST   12 STREET,11224,9175538579,American,40.575015017891,-73.979632984964
41193113,SOSAKU JAPANESE RESTAURANT,BROOKLYN,6328,AVENUE N,11234,7189682800,Japanese,40.619597253184,-73.916283626848
41193517,PUNJABI DHABA CATERING & SWEETS,QUEENS,119-16,101 AVENUE,11419,7184878002,Indian,40.690016984623,-73.825715100736
41194024,HUMMUS PLACE,MANHATTAN,305,AMSTERDAM AVENUE,10023,2127993335,Middle Eastern,40.780143133566,-73.980497980481
41194745,GOLDEN PALACE GOURMET,QUEENS,14009,CHERRRY AVENUE,,7188864383,Chinese,0.0,0.0
41194925,APHRODITES SWEETS,QUEENS,20-07,FRANCIS LEWIS BOULEVARD,11357,7182241774,Bakery Products/Desserts,40.780037879146,-73.802416271481
41195033,SARKU JAPAN,QUEENS,90-15,QUEENS BOULEVARD,11373,7186998700,Japanese,40.733840182011,-73.871577033806
41195053,JAMAICA FISH MARKET,QUEENS,88-02,VAN WYCK EXPRESSWAY,11418,7185234228,Seafood,40.702261229816,-73.816778297769
41195691,F & J PINE RESTAURANT,BRONX,1913,BRONXDALE AVENUE,10462,7187925956,Italian,40.848944092381,-73.862060891357
41195733,230 FIFTH,MANHATTAN,230,FIFTH AVENUE,10001,2127254300,American,40.743910598827,-73.987867062696
41196158,ELEVEN B,MANHATTAN,174,AVENUE B,10009,2123889811,Pizza,40.727374956791,-73.979542944959
41196536,STARBUCKS,BROOKLYN,3035,CROPSEY AVENUE,11224,7183723573,Coffee/Tea,40.581002324965,-73.985725966486
41196542,STARBUCKS COFFEE,MANHATTAN,373,5 AVENUE,10016,2122135363,Coffee/Tea,40.749185556873,-73.984000717891
41196869,LAYLA JONES,BROOKLYN,214,COURT STREET,11201,7186242361,Italian,40.686652460925,-73.993845011556
41197195,AMC THEATRES,QUEENS,211-01,26 AVENUE,11360,7186310382,American,40.777952032088,-73.778454607799
41197199,AMC THEATRES,MANHATTAN,2310,BROADWAY,10024,2127216023,American,40.786746517399,-73.977794879176
41197215,AMC THEATRES,MANHATTAN,1992,BROADWAY,10023,2123365020,American,40.775169910577,-73.982167514699
41197487,HEARST CORPORATION EDR,MANHATTAN,300,WEST   57 STREET,10019,2126492542,American,40.766439016162,-73.98332508403
41197540,DJERDAN,BROOKLYN,2283,65 STREET,11204,7184843180,Mediterranean,40.612607581186,-73.979376554425
41198297,HEARST GOOD HOUSEKEEPING INSTITUTE,MANHATTAN,300,WEST   57 STREET,10019,2126492724,American,40.766439016162,-73.98332508403
41198338,ROYALE,MANHATTAN,157,AVENUE C,10009,9177049412,American,40.725681090382,-73.977689029855
41198352,TAQUERIA EL GALLO AZTECA,STATEN ISLAND,75,VICTORY BOULEVARD,10301,7182736404,Mexican,40.638287344951,-74.078637904195
41198518,HOME SWEET HOME / FIG. 19,MANHATTAN,131,CHRYSTIE STREET,10002,2122265709,American,40.719361861312,-73.993217879826
41198981,ATHEN'S BAR & GRILL,QUEENS,30-11,30 AVENUE,11102,7187775366,Mexican,40.767187756401,-73.922017975607
41199571,BAR BELLY,MANHATTAN,14B,ORCHARD STREET,10002,9174880943,New American,40.715214417866,-73.991714065461
41200490,THE GAF WEST,MANHATTAN,401,WEST   48 STREET,10036,2123077536,Irish,40.762416002018,-73.990285889175
41200936,ALPINE CINEMAS,BROOKLYN,6817,5 AVENUE,11220,7187484200,American,40.633975695113,-74.0207886012
41201799,CHIPOTLE MEXICAN GRILL,MANHATTAN,1221,6 AVENUE,10036,2125758424,Tex-Mex,40.759093865126,-73.982135738508
41201903,GOLDEN HARBOR,QUEENS,82-16,63 AVENUE,11379,7183351888,Chinese,40.722251709135,-73.873998552108
41202176,TED'S MONTANA GRILL,MANHATTAN,110,WEST   51 STREET,10019,2122455220,American,40.760729474351,-73.980496467104
41202218,PURE LOUNGE,QUEENS,126-19,MERRICK BOULEVARD,11434,7186685226,Caribbean,40.681863065922,-73.766062123292
41202349,LASSEN & HENNIGS,BROOKLYN,114,MONTAGUE STREET,11201,7188756272,Soups/Salads/Sandwiches,40.694930747545,-73.994864794383
41202725,DUNKIN,QUEENS,75-20,37 AVENUE,11372,7183975660,American,40.749076826787,-73.890546005406
41202797,MARSHALL STACK,MANHATTAN,66,RIVINGTON STREET,10002,2122284667,American,40.72058305089,-73.990039479652
41203218,DA NOI II,STATEN ISLAND,138142,FINGERBOARD ROAD,,7187201650,Italian,0.0,0.0
41203328,DUNKIN,QUEENS,14-23,150 STREET,11357,7187472472,Donuts,40.788233174874,-73.813572334959
41204031,A LA TURKA,MANHATTAN,1417,2 AVENUE,10021,2127442424,Turkish,40.769973101492,-73.957518035217
41204246,AMOR BAKERY NO 2,BRONX,929,PROSPECT AVENUE,10459,7183281280,Bakery Products/Desserts,40.821811094643,-73.900744890994
41204498,IL SAPORE ITALIANO PIZZERIA,QUEENS,44-17,DOUGLASTON PARKWAY,11363,7182248009,Pizza,40.766195923165,-73.745248723083
41204508,CAFE CLUNY,MANHATTAN,284,WEST   12 STREET,10014,2122556900,French,40.737529596266,-74.004009041465
41204715,WENDY'S,BRONX,4040,3 AVENUE,10457,7182995603,Hamburgers,40.842682589245,-73.898165600435
41204887,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BRONX,691,CO-OP CITY BOULEVARD,10475,7186718841,Caribbean,40.879779039121,-73.824289988047
41204905,UPSTAIRS / BISTANGO,MANHATTAN,145,EAST   50 STREET,10022,2127021667,Italian,40.756259197168,-73.971791626399
41204966,B CAFE,MANHATTAN,240,EAST   75 STREET,10021,2122493300,American,40.771271625335,-73.958210387803
41205254,"DUNKIN', BASKIN ROBBINS",BRONX,1167,WEBSTER AVENUE,10456,7185887232,Donuts,40.831096178433,-73.910296170662
41205293,MR. TU BAKERY,QUEENS,136-29,ROOSEVELT AVENUE,11354,7183530832,Bakery Products/Desserts,40.759846215338,-73.829025889002
41205309,JOE G RESTAURANT (DA VINCI HOTEL),MANHATTAN,244,WEST   56 STREET,10019,2127653160,Italian,40.765659382099,-73.982498583522
41205634,CLASSIC KOSHER CATERING,BROOKLYN,2818,AVENUE K,11210,7186923100,Jewish/Kosher,40.624186152921,-73.94808657948
41206006,NEW YORK FRIED CHICKEN,QUEENS,131-04,MERRICK BOULEVARD,11434,7185253801,Chicken,40.67940787857,-73.761412651377
41206802,MORRONE PASTRY SHOP & CAFE,BRONX,2349,ARTHUR AVENUE,10458,7187330424,Bakery Products/Desserts,40.854407414694,-73.888553724437
41207137,GREGORY'S 26 CORNER TAVERNA,QUEENS,26-02,23 AVENUE,11105,7187775511,Greek,40.776427715122,-73.915814907323
41207173,SOHO PARK,MANHATTAN,62,PRINCE STREET,10012,2122192129,American,40.723728936696,-73.996619540092
